일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2023.7.9,괴산(603),X,31.7,30.2,24.3,21.9,90,X,관심,X,낮음
2023.7.9,옥천(604),O,33,32.1,26.8,23.2,86,O,주의,X,높음
2023.7.9,홍북(608),X,30.4,28.8,24.7,21.9,90,O,주의,X,보통
2023.7.9,공주(612),X,31.6,29.8,25.8,22.9,89,O,주의,X,보통
2023.7.9,서천(614),X,30.8,28.4,25.9,23.5,91,X, ,X,높음
2023.7.9,논산(615),X,32.7,30.7,27.1,23.5,85,O,주의,X,보통
2023.7.9,당진(616),X,31.8,29.3,25.1,23.3,94,O,주의,X,보통
2023.7.9,청양(618),X,32.5,31,25.9,23.4,88,X,관심,X,보통
2023.7.9,음성(619),X,31.3,29.8,23.4,21.3,89,X,관심,X,낮음
2023.7.9,증평(623),X,31.5,29.4,25.3,22.7,92,X,관심,X,낮음
2023.7.9,태안(627),X,29.8,27.1,24.4,22.5,96,X,관심,X,보통
2023.7.9,예산(628),X,31.1,28.6,25.9,23.1,90,O,주의,X,보통
2023.7.9,아산(634),X,31.8,30,25.9,23.3,88,O,주의,X,보통
2023.7.9,계룡(636),X,31.7,29.4,25.6,21.8,88,X,관심,X,보통
2023.7.9,연천청산(652),X,28.6,27.2,23.2,19.8,87,X,관심,X,보통
2023.7.9,양양(670),X,28.7,27,22.6,21.1,91,X, ,X,낮음
2023.7.9,무안(699),X,32.2,30.1,26.9,25.1,89,O,주의,X,높음
2023.7.9,무주(701),X,32.2,31.6,26.8,21.8,80,O,주의,X,높음
2023.7.9,익산(702),X,32.2,30.2,27.1,23.9,87,O,주의,O,높음
2023.7.9,진안(703),X,31,29.2,25.7,22,86,X,관심,X,높음
2023.7.9,담양(706),O,33.8,31.2,27.1,24.5,95,O,주의,X,높음
2023.7.9,구례(709),X,32.1,29.9,26.3,23.7,94,O,주의,X,높음
2023.7.9,나주(710),X,32.3,30,26.7,24.6,92,O,주의,X,높음
2023.7.9,순천시(712),X,30.4,27.6,25.7,24.2,95,O,주의,X,매우높음
2023.7.9,광양읍(713),X,30.3,27.6,25.7,24,97,O,주의,X,높음
2023.7.9,장성(730),X,32.6,31.1,26.7,24.3,88,O,주의,X,높음
2023.7.9,영암(731),O,33.3,31.2,27.1,24.7,92,O,주의,X,보통
2023.7.9,보성(732),X,29.6,27,24.5,23.2,96,O,주의,X,높음
2023.7.9,완주(734),X,32.8,31.4,26.9,22.8,86,O,주의,X,높음
2023.7.9,김제(737),X,32.6,30.9,27.3,24.2,88,O,주의,O,높음
2023.7.9,화순(741),X,32.4,30.9,26.7,24.3,85,O,주의,X,높음
2023.7.9,함평(754),X,32.4,30.9,26.8,24.8,91,O,주의,X,높음
2023.7.9,곡성(768),X,32.4,30.7,26.7,22.6,89,O,주의,X,낮음
2023.7.9,압해도(789),X,31.1,28.5,25.7,24.2,96,X,관심,X,높음
2023.7.9,영양(801),X,32,30.8,24.6,21.1,90,O,관심,X,보통
2023.7.9,성주(810),X,31.7,30.4,26.4,23.1,82,O,주의,X,높음
2023.7.9,고령(812),X,31.9,28.8,25.6,22.7,99,O,주의,X,높음
2023.7.9,청도(813),X,31.2,29.5,25.7,22.8,88,O,주의,X,높음
2023.7.9,예천(815),X,30.7,29.4,24.9,22.5,86,O,주의,X,높음
2023.7.9,김천(822),O,33.7,32.1,26.3,22.3,89,O,주의,X,높음
2023.7.9,군위(823),X,32.9,31.5,26.4,22.1,86,O,주의,X,높음
2023.7.9,칠곡(825),X,32.4,30.3,26.9,23.6,92,O,주의,X,높음
2023.7.9,경산(827),X,32.1,30.7,26.7,21.9,80,O,주의,X,높음
2023.7.9,삼척(876),X,27.7,26.2,22.3,19.9,89,X,관심,X,낮음
2023.7.9,속초(90),X,28.6,26.8,22.5,21.2,90.3,X, ,X,낮음
2023.7.9,삼천포(907),X,28,25.1,23.5,21.6,98,X,관심,X,높음
2023.7.9,고성(918),X,29.2,26.5,24.4,22.8,95,X,관심,X,높음
2023.7.9,창녕(919),X,31.4,29.1,26.7,23.5,90,O,주의,O,높음
2023.7.9,함안(920),X,31.2,29.2,26.2,22.9,89,O,주의,X,높음
2023.7.9,북춘천(93),X,29.8,28,23.6,20.2,89.6,O,주의,X,낮음
2023.7.9,하동(932),X,30.1,27.7,25.5,23.5,93,O,주의,X,높음
2023.7.9,철원(95),X,28.2,26.6,23.3,18.8,87.8,X,관심,X,낮음
2023.7.9,동두천(98),X,28.5,26.2,23.7,19.8,89,X,관심,X,보통
2023.7.9,파주(99),X,29.1,27.4,23.9,20.2,90.1,O,주의,X,보통
2023.7.10,북강릉(104),X,32.3,32.7,27.5,21.7,68.1,X,관심,X,낮음
2023.7.10,동해(106),X,32.6,32.6,27.5,22.3,72.4,X, ,X,낮음
2023.7.10,서울(108),X,31.6,30.9,26.3,22.9,80.4,X,관심,X,낮음
2023.7.10,인천(112),X,30.3,28.4,25.1,23,84.6,X, ,X,보통
2023.7.10,원주(114),X,31,30.7,26.3,21.6,74.9,X,관심,X,낮음
2023.7.10,울릉도(115),X,29.2,26.9,25.4,22.9,84.3,X,관심,X,매우높음
2023.7.10,수원(119),X,31.8,30.9,26.3,22.3,80.8,X,관심,X,보통
2023.7.10,영월(121),X,31,30.4,25.5,21.6,80.3,X,관심,X,낮음
2023.7.10,충주(127),X,32.2,32,26.9,22.7,75.3,O,주의,X,낮음
2023.7.10,서산(129),X,30.6,29.4,26.3,23.5,79.9,X, ,X,높음
2023.7.10,울진(130),X,32.3,32.2,26,22,76.8,O,주의,O,매우높음
2023.7.10,청주(131),X,32.3,32.5,27.5,21.8,69.6,O,주의,X,낮음
2023.7.10,대전(133),X,32,31.5,26.5,21.3,74.8,O,주의,X,보통
2023.7.10,추풍령(135),X,31.4,31.5,,21.8,,X,관심,X,높음
2023.7.10,안동(136),X,32.1,30.8,25.9,21.6,84.8,O,주의,X,낮음
2023.7.10,상주(137),O,33.1,31.8,26,21,85,O,주의,X,낮음
2023.7.10,포항(138),O,33,33,29,23.7,69.5,O,주의,O,높음
2023.7.10,군산(140),X,31.7,31.7,27.5,25.1,75.6,X,관심,O,보통
2023.7.10,대구(143),O,33.3,33.8,28.3,24.1,74.6,O,주의,X,보통
2023.7.10,전주(146),X,32.4,32.4,28.3,26.2,71,O,주의,O,낮음
2023.7.10,울산(152),X,31.3,30.5,26.8,22.6,78.8,O,주의,X,높음
2023.7.10,창원(155),X,30.8,29.2,25.9,23.8,84.6,O,주의,X,매우높음
2023.7.10,광주(156),O,34.2,32.3,27.4,22.5,94.4,O,주의,O,높음
2023.7.10,부산(159),X,29.7,28.2,25.6,22.8,83,X,관심,X,높음
2023.7.10,통영(162),X,29,27.1,24.2,21.6,92.3,X, ,X,높음
2023.7.10,목포(165),X,32,30.3,26.1,22,87.8,X,관심,X,보통
2023.7.10,여수(168),X,29,26.4,24.4,22.5,93.3,X,관심,X,보통
2023.7.10,흑산도(169),X,29,26.8,22.5,19.6,94.5,X, ,X,높음
2023.7.10,완도(170),X,31.4,29.4,26,23.7,91.5,X,관심,X,보통
2023.7.10,고창(172),X,,,,,,O,주의,X,보통
2023.7.10,제주(184),O,36.2,37.3,29.1,25.7,73.5,O,관심,O,매우높음
2023.7.10,진주(192),X,31.5,29.7,26.4,24.5,86.8,X,관심,X,보통
2023.7.10,양평(202),X,31.4,30.5,25.7,21.9,81.8,X,관심,X,보통
2023.7.10,이천(203),X,32.6,31.4,26.3,21.9,83.8,X,관심,X,낮음
2023.7.10,인제(211),X,30.4,29.9,24.9,21.6,83.8,X, ,X,낮음
2023.7.10,홍천(212),X,31.2,30.7,25.3,21.5,82.5,X,관심,X,낮음
2023.7.10,태백(216),X,28.3,28,23.2,18.9,78,X, ,X,낮음
2023.7.10,정선군(217),X,31.9,31.7,25.7,20.4,75.6,X, ,X,낮음
2023.7.10,제천(221),X,31.3,29.9,24.7,21,88.4,X,관심,X,보통
2023.7.10,보은(226),X,31.3,30.8,25,20.8,83.8,X,관심,X,낮음
2023.7.10,천안(232),X,32,30.7,25.8,21.2,86.6,O,주의,X,보통
2023.7.10,보령(235),X,30.1,28.8,26.1,23.5,80.6,X, ,X,높음
2023.7.10,부여(236),X,32.2,31.5,26.9,22.9,80,O,주의,X,보통
2023.7.10,금산(238),X,31.6,31.7,26.6,22.6,77.3,O,주의,X,낮음
2023.7.10,세종(239),X,31.7,31,26.1,20.1,80.4,O,주의,X,보통
2023.7.10,부안(243),X,32,32,27.8,25.7,76.1,O,주의,O,보통
2023.7.10,임실(244),X,31.6,30.8,26.8,23.9,79.1,O,주의,X,보통
2023.7.10,정읍(245),X,31.9,32,28.2,24.8,70.5,O,주의,O,보통
2023.7.10,남원(247),X,32.8,32.7,28,24.6,76.8,O,주의,X,보통
2023.7.10,장수(248),X,30.7,30.6,26.6,23.8,75,X,관심,X,보통
2023.7.10,영광군(252),X,32.9,32,27.3,23.6,79.1,O,주의,O,보통
2023.7.10,김해시(253),X,32.2,30.5,26.8,23.3,89,O,주의,X,보통
2023.7.10,순창군(254),O,33.1,32.8,27.9,23.3,76.1,O,주의,X,보통
2023.7.10,양산시(257),X,32.7,31.8,27.6,24.4,84.9,O,주의,O,보통
2023.7.10,강진군(259),X,32.2,30.2,26.7,21.6,89.3,O,주의,X,보통
2023.7.10,장흥(260),X,31.9,29.8,26.1,21.6,94.8,O,주의,O,보통
2023.7.10,해남(261),X,31.9,29.9,26.9,23.1,87.6,O,주의,O,보통
2023.7.10,고흥(262),X,30.5,28.4,25.5,21.5,89.3,X,관심,X,보통
2023.7.10,의령군(263),X,32.5,31.7,28.2,25.7,73.9,X,관심,O,보통
2023.7.10,함양군(264),O,34.7,33.8,27.4,23.5,85.9,O,주의,X,보통
2023.7.10,진도군ASOS(268),X,31.8,29.9,26.4,22.7,85.9,X,관심,X,높음
2023.7.10,봉화(271),X,29.6,28.3,23.1,19.5,88.5,X,관심,X,낮음
2023.7.10,영주(272),X,31.2,30.1,23.8,19.8,90.5,X,관심,X,낮음
2023.7.10,문경(273),X,32,30.5,24.8,20.9,87.5,O,주의,X,낮음
2023.7.10,청송군(276),X,32.8,32.6,25.7,20.8,79.9,O,주의,X,매우높음
2023.7.10,영덕(277),X,32.2,30.9,26.3,21.3,84.8,O,주의,X,매우높음
2023.7.10,의성(278),O,33.8,33.2,26.8,23,85,O,주의,X,높음
2023.7.10,구미(279),O,33.1,32.5,27.4,23.3,78,O,주의,X,높음
2023.7.10,영천(281),X,32,31.5,27.5,22.4,78.1,O,주의,X,높음
2023.7.10,경주시(283),O,34,33.6,28,22.9,76.3,O,주의,X,보통
2023.7.10,거창(284),X,32.5,32.3,26.6,22.4,80,O,주의,X,보통
2023.7.10,합천(285),X,32.2,31.3,27.1,23.6,81.3,O,주의,X,보통
2023.7.10,밀양(288),X,31.7,31.5,27.8,25.6,73.9,O,주의,O,보통
2023.7.10,산청(289),X,32,30.2,26.5,23.8,87.3,O,주의,X,높음
2023.7.10,거제(294),X,29.9,28.7,25.4,23.5,88.5,X, ,X,높음
2023.7.10,남해(295),X,31,29.1,25.8,22.8,86.1,X,관심,X,높음
2023.7.10,부천(433),X,30.1,29.9,24.6,21.1,78,X, ,X,보통
2023.7.10,안양(434),X,28.2,30.6,26.7,24.2,,X, ,X,보통
2023.7.10,광명(437),X,32.1,32.2,26.9,23.4,77,X,관심,X,보통
2023.7.10,군포(438),X,31.8,31.6,26.6,23.6,76,X, ,X,보통
2023.7.10,김포(441),X,,31,26.3,23.6,,X, ,X,보통
2023.7.10,하남(444),X,31.8,30.9,25.4,20.7,78,X,관심,X,낮음
2023.7.10,의왕(445),X,31.2,30.3,25.8,22.6,80,X, ,X,보통
2023.7.10,포천(504),X,31.8,31.2,26.1,23.1,80,X,관심,X,보통
2023.7.10,가평조종(505),X,31.7,30.3,25.1,22,88,X,관심,X,보통
2023.7.10,안성(516),X,32.4,31.8,26.3,22,82,X,관심,X,낮음
2023.7.10,간성(517),X,32,32.2,27.3,20.2,65,X,관심,X,낮음
2023.7.10,평창(526),X,30.8,30.9,24.8,21.1,78,X, ,X,낮음
2023.7.10,의정부(532),X,32.2,30.6,25.9,22.9,91,X,관심,X,보통
2023.7.10,횡성(536),X,31.5,31,25.1,20.5,85,X, ,X,낮음
2023.7.10,고양(540),X,,,,,,X,관심,X,보통
2023.7.10,남양주(541),X,32.8,31.9,25.8,22.6,81,X,관심,X,보통
2023.7.10,안산(545),X,32.2,31,25.3,21.6,82,X,관심,X,보통
2023.7.10,경기광주(546),X,31.3,30.9,25.1,21.9,79,X, ,X,낮음
2023.7.10,여주(548),X,31.9,30.5,25.3,21.6,84,O,주의,X,낮음
2023.7.10,용인(549),X,30.8,30.6,25.4,21.8,81,O,주의,X,보통
2023.7.10,오산(550),X,32.4,31,26,22.3,85,X,관심,X,보통
2023.7.10,평택(551),O,33,32.4,26.8,23.1,81,O,주의,X,낮음
2023.7.10,화천(555),X,31.9,29.8,24.3,20.7,93,X,관심,X,낮음
2023.7.10,양구(556),X,30.7,30.4,25.2,21.3,79,X, ,X,낮음
2023.7.10,시흥(565),X,31.9,31.3,26,23.5,83,X,관심,X,보통
2023.7.10,구리(569),X,31.9,31.5,25.9,21.5,78,X, ,X,낮음
2023.7.10,화성(571),X,32.5,31.5,26.5,23.4,82,X,관심,X,보통
2023.7.10,성남(572),X,31.2,30.9,26.1,22.9,72,X, ,X,보통
2023.7.10,과천(590),X,32.9,31.9,26.5,23.5,83,X,관심,X,보통
2023.7.10,양주(598),X,32.1,31.3,26.3,22.5,81,X,관심,X,보통
2023.7.10,단양(601),X,32.8,32.2,25.6,21.9,82,X,관심,X,낮음
2023.7.10,진천(602),X,32.3,32.5,27,22.4,74,X,관심,X,낮음
2023.7.10,괴산(603),X,32.1,31.6,25.8,21.7,81,X,관심,X,낮음
2023.7.10,옥천(604),O,33.1,33,26.9,22.7,79,O,주의,X,보통
2023.7.10,홍북(608),X,31.5,30.8,25.7,21.4,80,O,주의,X,보통
2023.7.10,공주(612),X,32,31.3,25.9,20.6,82,O,주의,X,보통
2023.7.10,서천(614),X,30.7,29.9,26.4,23.3,81,X, ,X,보통
2023.7.10,논산(615),X,32.8,32.6,27.7,23.7,76,O,주의,X,보통
2023.7.10,당진(616),X,32.4,31.2,26.7,22.9,84,O,주의,X,보통
2023.7.10,청양(618),X,31.9,31.5,26.1,21.5,82,X,관심,X,보통
2023.7.10,음성(619),X,31.3,30.4,25.3,21.3,78,X,관심,X,낮음
2023.7.10,증평(623),X,32.2,31.1,26.1,21.2,83,X,관심,X,낮음
2023.7.10,태안(627),X,30.8,29,25.5,22.6,89,X, ,X,높음
2023.7.10,예산(628),X,32.1,31.4,26.6,23.6,81,O,주의,X,보통
2023.7.10,아산(634),O,33.9,33,27,23.4,80,O,주의,X,보통
2023.7.10,계룡(636),X,31.5,30.7,25.5,20.7,84,X, ,X,보통
2023.7.10,연천청산(652),X,31.4,30.9,26.1,22.4,79,X,관심,X,보통
2023.7.10,양양(670),X,32.5,32.8,27.9,21.3,65,X,관심,O,낮음
2023.7.10,무안(699),X,32.6,31.3,26.7,22.3,83,O,주의,X,보통
2023.7.10,무주(701),X,31.9,32.2,27.2,23.2,72,O,주의,X,낮음
2023.7.10,익산(702),X,31.6,31.3,27.6,24.7,73,O,주의,X,낮음
2023.7.10,진안(703),X,30.4,30,26.3,23.4,77,X,관심,X,보통
2023.7.10,담양(706),O,34.1,32.3,27.6,23.3,89,O,주의,O,보통
2023.7.10,구례(709),O,33.5,31.9,27.3,23.5,88,O,주의,X,보통
2023.7.10,나주(710),O,33.3,31.9,26.9,22.3,87,O,주의,X,높음
2023.7.10,순천시(712),X,32,29.9,26.7,23,90,O,주의,O,높음
2023.7.10,광양읍(713),X,32.1,30.7,27,23.4,86,O,주의,O,높음
2023.7.10,장성(730),X,32.4,31.5,27.2,22.4,79,O,주의,X,보통
2023.7.10,영암(731),O,33.7,32,26.5,22,89,O,주의,O,보통
2023.7.10,보성(732),X,30.7,29,25.2,20.9,91,O,주의,X,보통
2023.7.10,완주(734),X,32.4,32.2,27.2,23.1,78,O,주의,X,낮음
2023.7.10,김제(737),X,32.7,32.3,28.1,26,78,O,주의,X,보통
2023.7.10,화순(741),O,33.4,32.4,27.6,21.7,80,O,주의,X,높음
2023.7.10,함평(754),X,32.7,31.9,26.6,22.4,86,O,주의,O,보통
2023.7.10,곡성(768),O,33.2,31.9,26.8,22.3,84,O,주의,X,높음
2023.7.10,압해도(789),X,32.2,30.3,25.8,22,91,X,관심,X,보통
2023.7.10,영양(801),X,32,30.9,25.2,21.4,89,O,주의,X,낮음
2023.7.10,성주(810),O,33.5,33.5,28.2,23.9,77,O,주의,X,높음
2023.7.10,고령(812),X,32.3,31.5,27.3,24.1,89,O,주의,O,높음
2023.7.10,청도(813),X,31.9,31.2,26.7,22.8,82,O,주의,X,보통
2023.7.10,예천(815),X,32.2,31.3,25.2,20.7,83,O,주의,X,낮음
2023.7.10,김천(822),O,34.5,34.6,26.7,22.7,83,O,주의,X,높음
2023.7.10,군위(823),O,33.7,32.8,26.7,22.6,86,O,주의,X,높음
2023.7.10,칠곡(825),O,33.5,32.5,28.2,24.8,87,O,주의,O,높음
2023.7.10,경산(827),X,32.8,32.2,28.3,24.2,77,O,주의,O,보통
2023.7.10,삼척(876),O,33.6,33.8,28.2,22.9,64,X,관심,X,낮음
2023.7.10,속초(90),O,33.2,33.7,27.6,22,68.6,X,관심,O,낮음
2023.7.10,삼천포(907),X,30.3,28,24.1,22.3,93,X,관심,X,보통
2023.7.10,고성(918),X,30.4,28,25.1,23.2,92,X, ,X,높음
2023.7.10,창녕(919),O,33,31.7,28,25.1,83,O,주의,O,보통
2023.7.10,함안(920),X,32.1,30.8,27.1,24.2,83,O,주의,X,높음
2023.7.10,북춘천(93),X,32,30.9,25.5,21.8,85.8,X,관심,X,낮음
2023.7.10,하동(932),X,31.9,30.2,27.1,24.1,85,O,주의,O,보통
2023.7.10,철원(95),X,31.3,30.3,25.9,21.9,80.6,X, ,X,낮음
2023.7.10,동두천(98),X,31.4,30.1,26.1,23.1,84.8,X, ,X,보통
2023.7.10,파주(99),X,31.6,30.1,26,23,84.5,X,관심,X,보통
2023.7.11,북강릉(104),X,31.7,31.4,24.4,21.2,79.5,X,관심,X,낮음
2023.7.11,동해(106),X,30.2,29.6,24.6,21.1,85.4,X,관심,X,낮음
2023.7.11,서울(108),X,28.6,25.9,23.5,21.6,92.4,X,관심,X,높음
2023.7.11,인천(112),X,27.8,25,23.7,21.9,92.1,X, ,X,보통
2023.7.11,원주(114),X,27.7,26.1,23.1,20.9,86.9,X,관심,X,낮음
2023.7.11,울릉도(115),X,30,28.1,24.7,20.9,85.8,X,관심,X,매우높음
2023.7.11,수원(119),X,28.2,25.7,23.7,21.9,89.8,X, ,X,낮음
2023.7.11,영월(121),X,27.6,25.7,22.5,20,91.9,X,관심,X,낮음
2023.7.11,충주(127),X,28.2,25.8,23.7,21.7,87.9,X,주의,X,높음
2023.7.11,서산(129),X,28.1,25.6,24.6,23.5,90.8,X, ,X,보통
2023.7.11,울진(130),X,30.4,29.4,25,19.5,83.1,O,주의,X,보통
2023.7.11,청주(131),X,29,27.2,25.2,23.8,81,X,주의,X,보통
2023.7.11,대전(133),X,28.5,26,23.6,22.1,89,X,주의,X,높음
2023.7.11,추풍령(135),X,29,26.8,22.6,20.7,90.6,X,관심,X,보통
2023.7.11,안동(136),X,30,27.3,23.4,21.8,94.1,O,주의,X,높음
2023.7.11,상주(137),X,29.1,26.3,23.5,22.2,95,O,주의,X,높음
2023.7.11,포항(138),X,31.4,30.5,26.4,22.4,80.1,O,주의,X,높음
2023.7.11,군산(140),X,29.5,26.9,24.9,23.7,91.5,X, ,X,높음
2023.7.11,대구(143),X,31.4,30,24.8,22.9,89.5,O,주의,X,높음
2023.7.11,전주(146),X,30.5,28.5,25.5,22.8,83.9,O,주의,X,보통
2023.7.11,울산(152),X,31.2,30.1,24.2,22.1,88.4,O,주의,X,높음
2023.7.11,창원(155),X,31.4,29.6,25.6,23.2,85.9,O,주의,X,높음
2023.7.11,광주(156),X,30.9,27.5,24.8,22.2,99,O,주의,X,높음
2023.7.11,부산(159),X,30.2,28.8,24.7,22.4,87.3,X,관심,X,높음
2023.7.11,통영(162),X,29,26,24.5,22.8,93.8,X, ,X,보통
2023.7.11,목포(165),X,29.7,26.9,25.3,22.8,95.3,X,관심,X,보통
2023.7.11,여수(168),X,28.6,25.9,24.6,23.8,94,X, ,X,보통
2023.7.11,흑산도(169),X,27.7,24.9,21.9,20.3,99,X, ,X,높음
2023.7.11,완도(170),X,31.1,29.1,26.6,24.5,89.1,X, ,X,보통
2023.7.11,고창(172),X,29.8,,,,,O,주의,X,높음
2023.7.11,제주(184),O,33.3,33.6,30.2,25.5,65.6,O,주의,O,매우높음
2023.7.11,진주(192),X,31.7,29.2,25.4,23.3,91.1,X, ,X,높음
2023.7.11,양평(202),X,27.4,25.4,22.1,20.1,94.4,X,관심,X,높음
2023.7.11,이천(203),X,27.7,25.6,22.2,20.4,98.5,X,관심,X,낮음
2023.7.11,인제(211),X,29.2,27.8,23,20.7,89.6,X, ,X,낮음
2023.7.11,홍천(212),X,27.5,25.2,22.3,20.5,93.8,X,관심,X,낮음
2023.7.11,태백(216),X,27.9,27.3,22,18.6,82.9,X, ,X,낮음
2023.7.11,정선군(217),X,29.2,27.9,22.1,19.2,87.3,X, ,X,낮음
2023.7.11,제천(221),X,27.3,24.8,22.4,20.2,96.9,X,관심,X,높음
2023.7.11,보은(226),X,27.9,25.1,23.1,21.6,95,X,관심,X,보통
2023.7.11,천안(232),X,29,26,23.7,22.1,98.3,X,주의,X,보통
2023.7.11,보령(235),X,29.1,26.5,24.9,23.2,93.1,X, ,X,보통
2023.7.11,부여(236),X,28.8,26.7,24.2,22.1,93.6,X,주의,X,보통
2023.7.11,금산(238),X,28.5,26.2,22.8,21.5,97.1,X,주의,X,높음
2023.7.11,세종(239),X,28.8,26.6,23.9,22.6,90.1,X,주의,X,보통
2023.7.11,부안(243),X,29.8,27.3,25.5,23.3,89.5,X,주의,X,낮음
2023.7.11,임실(244),X,29.6,27.3,23.7,21.9,92.6,X,주의,X,보통
2023.7.11,정읍(245),X,29.9,28.2,25.5,23,83.3,O,주의,X,낮음
2023.7.11,남원(247),X,31,29.1,24.1,22.1,95,X,주의,X,보통
2023.7.11,장수(248),X,29.2,27,23.8,21.3,88.6,X, ,X,보통
2023.7.11,영광군(252),X,29.7,27.3,25,22.3,91.5,X,주의,X,높음
2023.7.11,김해시(253),X,32.1,29.9,25.2,22.7,95,O,주의,X,높음
2023.7.11,순창군(254),X,30.1,27.7,23.6,22.3,96.4,X,주의,X,높음
2023.7.11,양산시(257),X,32.2,30.1,25.7,22.9,94.6,O,주의,X,높음
2023.7.11,강진군(259),X,30.3,27.4,26.1,24.9,94.8,X,주의,X,보통
2023.7.11,장흥(260),X,30.6,27.8,26.2,25,96.5,X,주의,X,높음
2023.7.11,해남(261),X,29.8,27.1,26.1,25.3,92.8,X,주의,X,보통
2023.7.11,고흥(262),X,29.1,27,25.2,24,91.4,X,관심,X,보통
2023.7.11,의령군(263),X,31.7,30.2,26.4,23.8,84.8,X, ,X,높음
2023.7.11,함양군(264),X,32.2,29.8,23.8,21.9,98,O,주의,X,높음
2023.7.11,진도군ASOS(268),X,29.4,26.6,25.8,24.7,93.4,X, ,X,높음
2023.7.11,봉화(271),X,27.2,25.3,21.6,19.2,94,X,관심,X,보통
2023.7.11,영주(272),X,27.5,24.3,22.7,20.3,99,X,관심,X,높음
2023.7.11,문경(273),X,28.2,25.3,23.2,21.3,96,O,주의,X,보통
2023.7.11,청송군(276),X,30.6,29,23,21.2,89.6,O,주의,X,보통
2023.7.11,영덕(277),X,30.3,28.1,24.6,21.3,86.4,O,주의,X,보통
2023.7.11,의성(278),X,31.2,28.8,23.7,22.3,97.5,O,주의,X,보통
2023.7.11,구미(279),X,30.9,29.1,24.6,22.3,89.3,O,주의,X,보통
2023.7.11,영천(281),X,31.3,29.7,24.2,22.4,93.8,O,주의,X,높음
2023.7.11,경주시(283),X,32.1,31.3,25.2,22.8,86.8,O,주의,X,높음
2023.7.11,거창(284),X,31.3,29.8,23.3,21.6,94.3,O,주의,X,보통
2023.7.11,합천(285),X,31.7,30.3,24.9,22.1,88.5,O,주의,X,높음
2023.7.11,밀양(288),X,31.4,30.3,25.3,22.7,85.1,O,주의,X,높음
2023.7.11,산청(289),X,31.5,29.4,23.9,21.8,96.1,O,주의,X,보통
2023.7.11,거제(294),X,29.9,27.7,25.1,23.8,92.8,X, ,X,높음
2023.7.11,남해(295),X,30.4,28.3,26.2,24.6,88.3,X, ,X,보통
2023.7.11,부천(433),X,26.4,24.1,22.2,20.3,92,X, ,X,보통
2023.7.11,안양(434),X,25.4,25.8,23.6,21.6,,X,관심,X,보통
2023.7.11,광명(437),X,28.4,26.1,24,21.8,88,X,관심,X,보통
2023.7.11,군포(438),X,27.6,25.1,23.5,22.2,89,X, ,X,보통
2023.7.11,김포(441),X,,25.5,23,20.4,,X, ,X,보통
2023.7.11,하남(444),X,26.8,25,21.6,19.4,91,X,관심,X,높음
2023.7.11,의왕(445),X,27.6,24.8,22.9,21.2,93,X, ,X,보통
2023.7.11,포천(504),X,27.6,25,22.5,20.5,95,X, ,X,보통
2023.7.11,가평조종(505),X,27.6,24.4,21.9,20.3,100,X, ,X,보통
2023.7.11,안성(516),X,29.5,26.7,23.8,22.3,97,X,관심,X,낮음
2023.7.11,간성(517),X,31.3,31.6,25.7,21.8,69,X,관심,X,낮음
2023.7.11,평창(526),X,26.4,24.4,21.3,19.4,88,X, ,X,낮음
2023.7.11,의정부(532),X,28.3,25.2,22.4,20.7,98,X,관심,X,높음
2023.7.11,횡성(536),X,27,24.7,22.1,20.4,95,X,관심,X,낮음
2023.7.11,고양(540),X,,,,,,X,관심,X,보통
2023.7.11,남양주(541),X,28,26,22.3,19.9,95,X, ,X,높음
2023.7.11,안산(545),X,28.6,25.7,23,20.8,98,X,관심,X,보통
2023.7.11,경기광주(546),X,26.6,24.4,21.5,19.7,90,X, ,X,보통
2023.7.11,여주(548),X,27.2,25.2,22.2,20,97,X,주의,X,높음
2023.7.11,용인(549),X,26.6,23.8,21.5,19.6,96,X,주의,X,낮음
2023.7.11,오산(550),X,29.2,26.4,23.7,21.8,95,X,관심,X,낮음
2023.7.11,평택(551),X,29.8,26.4,24.4,23.3,98,X,주의,X,보통
2023.7.11,화천(555),X,28.6,25.4,21.6,19.9,97,X, ,X,낮음
2023.7.11,양구(556),X,29.1,27.8,22.4,20.7,90,X, ,X,낮음
2023.7.11,시흥(565),X,28.4,25.6,23.9,22,93,X,관심,X,보통
2023.7.11,구리(569),X,27.5,25.5,22.3,20.1,92,X, ,X,보통
2023.7.11,화성(571),X,29,26.7,24.2,22.1,91,X,관심,X,보통
2023.7.11,성남(572),X,26.9,25.5,22.5,20.2,86,X,관심,X,낮음
2023.7.11,과천(590),X,28.1,25.1,22.5,20.9,98,X,관심,X,보통
2023.7.11,양주(598),X,29,26.7,22.6,20.7,95,X, ,X,높음
2023.7.11,단양(601),X,28.1,26,23.3,21.4,91,X, ,X,높음
2023.7.11,진천(602),X,29.4,27.7,24.2,22.2,88,X,관심,X,보통
2023.7.11,괴산(603),X,28.8,26.5,23.4,21.4,92,X, ,X,보통
2023.7.11,옥천(604),X,29.2,26.9,24,21.7,94,X,주의,X,보통
2023.7.11,홍북(608),X,28.4,25.9,23.8,21.9,93,X,주의,X,보통
2023.7.11,공주(612),X,29,26.5,23.8,21.6,92,X,주의,X,높음
